发布部门,标题,发布时间,通知URL,是否有附件,附件信息,下载次数参数
实践科,关于试点使用“全国大学生实习公共服务平台”的通知,发布时间：2022-09-02,https://jwch.fzu.edu.cn//../info/1039/12169.htm,有,附件2：全国大学生实习公共服务系统相关材料.zip(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11408937); 附件1：教育部高等教育司关于试点使用“全国大学生实习公共服务平台”的通知.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11408936),"wbfileid=11408937,owner=1744984858; wbfileid=11408936,owner=1744984858"
质量办,关于开展福州大学2022年教师教学创新大赛的通知,发布时间：2022-09-01,https://jwch.fzu.edu.cn//../info/1040/12168.htm,有,附件.rar(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11408711),"wbfileid=11408711,owner=1744984858"
教研教改,关于公布参加2022级“嘉锡化学拔尖班”选拔面试学生名单的通知,发布时间：2022-08-31,https://jwch.fzu.edu.cn//../info/1037/12167.htm,无,无,无
教研教改,关于公布参加2022级“数理综合班”选拔面试学生名单的通知,发布时间：2022-08-31,https://jwch.fzu.edu.cn//../info/1037/12166.htm,无,无,无
教研教改,关于公布参加2022级“数理金融实验班”选拔面试学生名单的通知,发布时间：2022-08-31,https://jwch.fzu.edu.cn//../info/1037/12165.htm,无,无,无
质量办,关于开学第一周集中听课的通知,发布时间：2022-08-28,https://jwch.fzu.edu.cn//../info/1040/12145.htm,有,附件1：福州大学课堂教学质量评估表（理论课）.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11408178); 附件2：2022-2023学年第一学期第一周课表.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11408179),"wbfileid=11408178,owner=1744984858; wbfileid=11408179,owner=1744984858"
综合科,关于2022-2023学年第一学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,发布时间：2022-08-28,https://jwch.fzu.edu.cn//../info/1035/12144.htm,无,无,无
综合科,关于2022级福州大学本科生学生证信息采集的通知,发布时间：2022-08-28,https://jwch.fzu.edu.cn//../info/1035/12143.htm,无,无,无
质量办,关于开展2023年工程教育专业认证申请工作的通知,发布时间：2022-08-28,https://jwch.fzu.edu.cn//../info/1040/12142.htm,有,附件3：工程教育认证申请书（2023版）修订说明.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11408175); 附件1：2023年接受认证申请的专业领域及专业一览表.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11408173); 附件2：工程教育认证申请书（2023版）.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11408174),"wbfileid=11408175,owner=1744984858; wbfileid=11408173,owner=1744984858; wbfileid=11408174,owner=1744984858"
教学运行,关于2022-2023第一学期学期选课、辅修选课补退选的通知,发布时间：2022-08-28,https://jwch.fzu.edu.cn//../info/1036/12141.htm,无,无,无
教研教改,福州大学关于开展2022级“嘉锡化学拔尖班”招生工作的通知,发布时间：2022-08-26,https://jwch.fzu.edu.cn//../info/1037/12137.htm,有,附件1：福州大学2022级“嘉锡化学拔尖班”招生简章.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407981); 附件3： 申请表.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407983); 附件4：福州大学“嘉锡化学拔尖班”实施方案.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407984); 附件5：福州大学“嘉锡化学拔尖班”培养方案.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407985); 附件2：福州大学2022级“嘉锡化学拔尖班”选拔方案.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407982),"wbfileid=11407981,owner=1744984858; wbfileid=11407983,owner=1744984858; wbfileid=11407984,owner=1744984858; wbfileid=11407985,owner=1744984858; wbfileid=11407982,owner=1744984858"
教研教改,福州大学关于开展2022级“数理综合班” 招生工作的通知,发布时间：2022-08-26,https://jwch.fzu.edu.cn//../info/1037/12136.htm,有,附件1：福州大学2022级“数理综合班”招生简章.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407972); 附件3：福州大学2022级“数理综合班”选拔线上（网络远程）面试工作流程.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407713); 附件4：承诺书.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407714); 附件2：福州大学2022级“数理综合班”选拔方案.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407712),"wbfileid=11407972,owner=1744984858; wbfileid=11407713,owner=1744984858; wbfileid=11407714,owner=1744984858; wbfileid=11407712,owner=1744984858"
教研教改,福州大学关于开展2022级“数理金融 实验班”招生工作的通知,发布时间：2022-08-26,https://jwch.fzu.edu.cn//../info/1037/12135.htm,有,附件1：福州大学2022级“数理金融实验班”招生简章.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407664); 附件4：承诺书.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407667); 附件2：福州大学2022级“数理金融实验班”选拔方案.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407665); 附件5：线上（网络远程）面试工作流程.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407668); 附件3：报名表.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407666),"wbfileid=11407664,owner=1744984858; wbfileid=11407667,owner=1744984858; wbfileid=11407665,owner=1744984858; wbfileid=11407668,owner=1744984858; wbfileid=11407666,owner=1744984858"
计划科,关于2022级学生选修《大学信息技术基础》的通知,发布时间：2022-08-24,https://jwch.fzu.edu.cn//../info/1038/12124.htm,无,无,无
计划科,关于2022-2023学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,发布时间：2022-08-24,https://jwch.fzu.edu.cn//../info/1038/12123.htm,有,2022-2023学年第一学期国情课列表.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407382); 港澳台侨学生思政课和军事课程退选申请表.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407383),"wbfileid=11407382,owner=1744984858; wbfileid=11407383,owner=1744984858"
计划科,关于2022-2023学年第一学期通识教育选修课选课的通知,发布时间：2022-08-24,https://jwch.fzu.edu.cn//../info/1038/12122.htm,有,爱课程学生注册与选课指南.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11407426),"wbfileid=11407426,owner=1744984858"
实践科,关于公布第八届材料创新、设计及应用大赛获奖名单的通知,发布时间：2022-07-09,https://jwch.fzu.edu.cn//../info/1039/12110.htm,无,无,无
实践科,关于公布第十九届程序设计竞赛获奖名单的通知,发布时间：2022-07-09,https://jwch.fzu.edu.cn//../info/1039/12109.htm,无,无,无
实践科,关于公布第十二届大学生节能减排社会实践与科技竞赛获奖名单的通知,发布时间：2022-07-09,https://jwch.fzu.edu.cn//../info/1039/12108.htm,无,无,无
实践科,关于公布第八届大学生用户体验设计大赛获奖名单的通知,发布时间：2022-07-09,https://jwch.fzu.edu.cn//../info/1039/12107.htm,无,无,无
实践科,关于公布第二十二届数学竞赛获奖名单的通知,发布时间：2022-07-09,https://jwch.fzu.edu.cn//../info/1039/12106.htm,无,无,无
实践科,关于公布第十一届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,发布时间：2022-07-09,https://jwch.fzu.edu.cn//../info/1039/12105.htm,无,无,无
实践科,关于公布福州大学2022届本科生优秀毕业设计（论文）名单的通知,发布时间：2022-07-09,https://jwch.fzu.edu.cn//../info/1039/12104.htm,有,附件：福州大学2022届优秀本科生毕业设计（论文）名单.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11396072),"wbfileid=11396072,owner=1744984858"
综合科,教务处关于2022年暑假工作安排的通知,发布时间：2022-07-09,https://jwch.fzu.edu.cn//../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=12102,无,无,无
实践科,关于举办2022年福州大学大学生工程实践与创新能力大赛的通知,发布时间：2022-07-08,https://jwch.fzu.edu.cn//../info/1039/12101.htm,有,附件3：2022年福建大学生工程实践与创新能力大赛总决赛命题与运行.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11395949),"wbfileid=11395949,owner=1744984858"
教学运行,关于2022届本科毕业生第三批毕业数据报送等相关工作的通知,发布时间：2022-07-08,https://jwch.fzu.edu.cn//../info/1036/12100.htm,无,无,无
综合科,关于组织参加2022年全省本科教育管理人员视频培训班的通知,发布时间：2022-07-05,https://jwch.fzu.edu.cn//../info/1035/12097.htm,有,闽教便函〔2022〕891号福建省教育厅办公室关于举办2022年省本科教育管理人员培训班的通知.pdf(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11357009),"wbfileid=11357009,owner=1744984858"
教学运行,关于2022-2023学年第一学期辅修专业选课的通知,发布时间：2022-07-04,https://jwch.fzu.edu.cn//../info/1036/12096.htm,无,无,无
质量办,关于进一步加强校院两级本科教学督导工作的若干要求,发布时间：2022-07-04,https://jwch.fzu.edu.cn//../info/1040/12095.htm,有,附件（学院本科教学督导组名单）.docx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11356598),"wbfileid=11356598,owner=1744984858"
综合科,关于召开2021-2022学年春季学期期末本科教学工作会议的通知,发布时间：2022-07-01,https://jwch.fzu.edu.cn//../info/1035/12094.htm,无,无,无
教学运行,关于做好期末复习考试及下学期开学等工作的通知,发布时间：2022-06-30,https://jwch.fzu.edu.cn//../info/1036/12092.htm,无,无,无
计划科,关于核对2022-2023学年第一学期通识教育选修课开课信息的有关通知,发布时间：2022-06-29,https://jwch.fzu.edu.cn//../info/1038/12091.htm,无,无,无
教研教改,福州大学关于公布第六届远志创业实验班学生名单的通知,发布时间：2022-06-24,https://jwch.fzu.edu.cn//../info/1037/12088.htm,无,无,无
实践科,关于公布2022年大学生劳动教育实践基地立项项目的通知,发布时间：2022-06-23,https://jwch.fzu.edu.cn//../info/1039/12086.htm,有,附件：福州大学2022年大学生劳动教育实践基地立项建设名单.doc(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11355160),"wbfileid=11355160,owner=1744984858"
教研教改,关于举办福州大学一流课程建设培训会的通知,发布时间：2022-06-23,https://jwch.fzu.edu.cn//../info/1037/12085.htm,无,无,无
计划科,关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2021-2022学年第二学期第十九周）,发布时间：2022-06-23,https://jwch.fzu.edu.cn//../info/1038/12082.htm,无,无,无
教学运行,关于2022-2023学年第一学期本科生学期选课的通知,发布时间：2022-06-17,https://jwch.fzu.edu.cn//../info/1036/12078.htm,无,无,无
教学运行,关于2021-2022学年第二学期《大学物理A（上）、B（上）、C》课程期末考试安排的通知,发布时间：2022-06-17,https://jwch.fzu.edu.cn//../info/1036/12076.htm,有,2102 大学物理期末考试 7.7上午.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7856589),"wbfileid=7856589,owner=1744984858"
教学运行,关于2021-2022学年第二学期《工程制图A（下）、C（下）、D、F》课程期末考试安排的通知,发布时间：2022-06-17,https://jwch.fzu.edu.cn//../info/1036/12074.htm,有,2102 制图A、C、D、F期末考试 7.4上午.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7856581),"wbfileid=7856581,owner=1744984858"
教学运行,关于2021-2022学年第二学期大学英语拓展课程期末考试安排的通知,发布时间：2022-06-17,https://jwch.fzu.edu.cn//../info/1036/12073.htm,有,2102 英语拓展期末考试 7.2上午、下午.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7856574),"wbfileid=7856574,owner=1744984858"
计划科,关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2021-2022学年第二学期第十八周）,发布时间：2022-06-16,https://jwch.fzu.edu.cn//../info/1038/12069.htm,无,无,无
教学运行,关于2021-2022学年第二学期《大学英语（二）、（三）、（四）》课程期末考试安排的通知,发布时间：2022-06-15,https://jwch.fzu.edu.cn//../info/1036/12068.htm,有,2102 英语二、四 期末考试 6.26.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7855982); 2102 英语三 期末考试 6.26.xlsx(https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=7855981),"wbfileid=7855982,owner=1744984858; wbfileid=7855981,owner=1744984858"
计划科,关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2021-2022学年第二学期第十七周）,发布时间：2022-06-09,https://jwch.fzu.edu.cn//../info/1038/12064.htm,无,无,无
