这次再试试，虽然可能依旧会失败，会被现实毒打	，但还我这个屡败屡战的深夜轮回重症患者还是想再试试。谢谢所有书友！
面对度难金刚，许七安既紧张警惕，瞧瞧绷紧脊背，又如释重负，放下了陡然悬起的心。之所以会有这么复杂的心思，是因为度难金刚作为武僧，粗鄙程度不逊色武夫。因此许七安不用太担心被这位金	刚发现可正因为对方是武夫，拥有可怕的武者直觉，很可能只是在人群中多看了一眼，暴露出些许敌意，就会被他感知到。到时候，天蛊“移星换斗”的特性都未必好使。
“噗通”许七安快速脱光衣物，跃入温泉池，温暖的池水将他包裹，浸泡四肢，让筋骨、肌肉得以舒展。其实腰子已经不再酸胀，以三品体魄的“再生”能力，几个时辰就能让腰子焕发生机，恢复到巅峰状态。普通人像他那样一天两	夜持续不断的双修，早就猝死了。其他体系的高手，多半也要元气大伤，需修养多日才能恢复。这时候，武夫的优势就体现出来。
找到龙气	宿主了？许七安心头狂喜，双手在栏杆上一撑，从四楼轻飘飘跃下“那小子在哪”说话的同时，他朝后招了招手，浅蓝色长袍追着飞了出来，罩在他身上。李灵素本来没什么的，但余光看见洛玉衡也从了望台飞下来。国师素面朝天，用一根道簪将秀发盘起，简洁利落，与数日前相比，她气质大变，眉宇间结着淡淡的哀愁。脸蛋红晕未退，眉目妩媚婉约。
今天下班要去买过年的衣服，就算我是个十八岁的小男	孩，没有女生那么麻烦，也不可能进店拿了就走，还是得挑一挑的。所以我给自己两个小时的时间买衣服。话说我今年连衣服都没买过，整整一年啊…忙的吐血。我今天想多买几件。另外，头发也得剪一剪了…今天的更新得拖一拖，拖到很晚，甚至凌晨以后。通知一下大佬们。
巨掌从天而降，宛如山峰压顶，让李灵素感受到了窒息般的压力，连逃跑、闪避的想法都没有，心里只剩等死的念头。李灵素绝望的看着天空被巨掌遮盖，他的瞳孔里只剩一片金光，他的意识陷入无边无际的黑暗“阿弥陀佛”念诵佛号的声音把圣子从浑噩状态唤醒，他茫然四顾，这是一片祥云笼罩的世界，天空的云层间透出灿灿的金光。耳畔回荡着似有似无的	梵唱。
他右手持刀，寒风撩起衣袍，抚动长发，就这么挡在一行人的面前。他神色平静，双眼宛如不见底的深渊。徐谦.净心和净缘神色复杂，双手合十，低声念诵佛号。姬玄下意识的眯起眼，仔细的审视着蓝袍男子。柳红棉经过最初的凝重和惊讶后，美艳的脸庞恢复轻松，有罗汉有金刚，	有苍龙七宿打头阵，她有轻松的底气。于是开始审视这个传闻中的徐谦，以女人的视角来审视。
对于孙玄机的出现，潜龙城和佛门双方并不惊讶，因为这是早已预料到的事。姬玄悄然握紧掌心的传送玉符，有些惊讶的看着远处的白衣术士。智者千虑，在他们的判断中，孙玄机很可能会趁他们不备，以传送阵法强行夺人。徐谦要想抢龙气宿主，必定会妥善的利用己方优势，达到以弱击强、虎口夺食的目的。经	过姬玄等人的推演，他能利用的无非是自身神出鬼没的蛊术手段，以及孙玄机这位术士的花哨能力。
许七安的武器是什么？这个问题显然难到在场诸位，至少潜龙城众人短暂的竟答不上来。不是情报有疏漏，也不是姬玄等人不知	，关于许七安的情报里，很明确的记载了他使用的是一把形式长剑的刀。但这把刀是什么刀，并没有人深入研究。理由很简单，武夫的战力源于自身，品级越高的武夫，越不需要武器，肉身便是最强的武器。更多的时候，兵刃只是一种象征意义。
佛门和潜龙城年轻高手们的第一次合作，铩羽而归，极大的打击了他们的自信和斗志。姬玄眉头紧皱。反倒是作为旁观者，且江湖经验丰富的蕉叶老道，立刻判断出形式，传音道“别慌“少主，许七安到底是三品，肉身远比你们强大“但肉身强大，不代表战力同样强大。他之所以能轻而易举的斩断白虎的右爪，依仗的是绝世神兵“只需要想办法解决掉那把刀，许七安也不过是拥有三品防御的四品武夫而已“以我们的战力，足够纠缠住他”现在，蕉叶老道已经不敢夸海口说战胜许七安，他相信姬玄等人	的心态也变了。
成了？许七安心里一喜，边关注着头顶的动静，边掠向在苗有方。虽然他对洛玉衡有十足的信心，但凡事都要考虑意外，如果国师因为“哀”人格的缘故，不敌佛门罗汉。或罗汉有另外的底牌，以主场优势打赢	国师，这些都是有可能的。这样的话，苗有方就是他现在的重点，补刀姬玄等人还在其次。很显然，作为许银锣敌人的家伙们，也不是榆木脑袋，他们一边注意空中动静，一边趁着许七安略向苗有方，迅速集结。
在客栈伙计的	带领下，拾阶而上，进入二楼的客房。洛玉衡挥了挥手，操纵度情罗汉落在角落里，而后脱掉绣云纹的小鞋，盘坐在床榻。接着，她从袖中抖出一大堆的瓶瓶罐罐，以及小木盒子。哆啦A梦的袖子？许七安颇为惊奇的看着，他见过不少储物法宝，有锦囊、镜子、瓷器等，但没见过袖子类的。恍然间明白洛玉衡为何从不换袍子，肚兜、小衣倒是经常换，这点许七安可以作证，但外穿的袍子，基本没见她换过。
许七安向来是个稳健的人，脑子里念头转动，嘴上也不耽误工夫，沉声问道“国师，你爱我吗”洛玉衡掩嘴轻笑，情意绵绵的柔声道“许郎，我们都已双修多日，便是道侣啦。我若不爱你，又岂会与你双修”国师的社死又严重了.许七安心头沉重，表面一副深情款款，说道“楚元缜和恒远大师来了，他们都是我的朋友，我出去迎接一下”洛玉衡道“我与你一同去”说	罢，便掀开被子，胸前春光乍泄“不必，你若去了，让他们如何平常心”闻言，洛玉衡便没再勉强，笑吟吟的看他一眼，也不说话。
嗯，码字码着，眼睛不舒服，趴着休息了一下，就睡着了。因为之前有读者吐槽不更新，不通知，很生气。既然答应你们要时时通知	，所以就开个单章说一下，估计很多人等不急了.睡了一会儿，精神状态还不错，码字去。建议明天看。
许七安审视着这位龙气宿主，二十多岁，与自己年纪	相仿，皮肤略显粗糙、黝黑，一看就是常年漂泊的游侠。五官还算不错，但也不算出挑，最出彩的是一双眼睛，灿灿生辉。之前在特色会所时，许七安以麻雀的视角见过他一面，对他的观感还算不错—爱去青楼的男人，都是上辈子折翼的天使。其实是那位风尘女子受到牵连时，这个苗有方第一时间考虑的不是自身，而是那女子的安危。
本次小朝会，商议的主题是“雪灾，自入冬以来，气温骤降。原本勒紧腰带勉强能过活的家庭，受到寒潮影响，不得不花更多的银子添置炭火、棉衣等物资。可对于务农的贫苦人家来说，一年的收入就那么点	，吃穿用度都要紧巴巴的盘算着。花钱买了炭和添置棉衣，就意味着没银子买米。许多贫苦百姓没能熬过这个冬天，饥寒交迫中人口损失无数。
自从许七安离开京城，怀庆从未主动联络过他。许新年刚才前来拜访，商讨捐款计策的遗漏，便点出了新君威望不够，压不	住朝堂诸公的弊端“如果大哥在京城就好了”许二郎如此感慨。可惜许七安游历江湖以来，便断了与京城的联络，从未有家书寄来。怀庆当然知道如果许七安在京城，号召力会更强，而且，依照他过去堵午门、斩国公、杀先帝的作风。
度情罗汉并指如剑，隔空点向许七安后背的两根封魔钉。指尖弹射出金色闪电，链接在督脉的其中一根钉子。许七安后背一疼，像是被人捅了一剑。而这样的疼痛，才刚开始。度情罗汉枯瘦的右臂，肌肉霍然膨胀，手背青筋	凸起，随着他的发力拉拽，封魔钉一点点的凸出。这导致了许七安的伤口皲裂，导致剩余的七根封魔钉相互共鸣，共同抗拒“唔”许七安闷哼一声，双眼一阵阵的发黑，汗腺疯狂分泌，脸庞已经疼痛而显得狰狞。
临安和永兴帝自幼一起长大，对他的性格了如指掌。见他这副殷勤姿态，且又挑在这个时候，便知是有急事相求。以前他还是太子的时候，有事要求父皇，又不方便自己出面，就会拜托她出面去找父皇。毕竟她这个二公主，是皇子皇女里最受宠的“皇帝哥哥，有话直说”临安顾盼了一下，御书房没有座椅，除了皇帝赐座，否则任何人在这里都得站着。	
打发走褚采薇，许七安不顾监正在场，握住国师的柔荑，深情的说“国师，您带着我们返回京城，路途奔波，想来是累了“先回灵宝观等我”他知道这个人格是“爱，试图用爱来感化国师。洛玉衡柔声道“那你莫要忘了和那些女人说清楚，本座堂堂人宗道首，可不允许你三心二意”竟然还真有效？	许七安用力点头“我心里只有国师一个人”反正过了今天，你就不是你了。
“白姬，你要不要进浮屠宝塔”许七安牵着小母马，在山脚的牌坊下停步，他把小母马拴在柱子边，然后询问小白狐的意见“不去！娘娘说过，我这次出来是历练的，	增长见识的”小白狐稚嫩的童音，说着一本正经的话。鬼使神差的，许七安脑海里闪过一个念头：把它和小豆丁放在一起，不知道会擦出怎么样的火花。它会被揍的很惨吧.许七安心说“你们娘娘漂亮吗”许七安搀扶着王妃下马“漂亮死了”白姬软濡的嗓音叫道。
你确定不是开玩笑！许七安很想拎起	赵守的胸襟，大声质问。很早以前许七安就知道儒圣封印巫神和蛊神，但封印佛陀，是他万万没想到的。从来没有人说过这个。即使他现在已经足够强大，接触到很多高层次的修士，就连一宗道首洛玉衡都和他双修过了。可在今天之前，依旧没有人向他透露过任何相关情报“也许，不是没有人向我透露，而是没有人知道这件事”许七安脑海里灵光乍现。
开篇之前，我先说一下，这是我写作以来，第一次开单章争榜。我一直很佛系，偶尔想起来，	才在章节末尾吆喝一声：大老爷们，来几张月票吧，可怜可怜，我是个写小说的.大家都知道我这佛系的德行。前几天，老鹰跟我说，他要完结了，让我争一争月票榜。我当时第一反应是：好麻烦，太累了，我码字已经焦头烂额了，还要上班，不想管这些事。
御书房，永兴帝看着内阁奉上来的折	子，上面写着捐款的各项事宜，包括但不限于如何推动捐款，制定标准，对自称两袖清风的官员进行财产清算等等。洋洋洒洒写了千余字。批阅折子并不比看书轻松，因为很多大臣递交的折子里藏着“陷阱。如果不想被文官当猴耍，皇帝就要敏锐的察觉出折子里的陷阱。在这方面，没人能帮忙，因为坐上这个皇位后，满朝文武都是敌人。
